age,year,id_person,education,marital_stat,race,hisp_origin,sex
15,94,72109,7,2,0,0,0
15,95,72441,7,2,0,0,0
75,94,72713,7,2,0,0,0
35,94,73386,7,2,0,0,0
84,94,73609,7,2,0,0,0
28,95,73719,7,2,0,0,0
18,94,74102,7,2,0,0,0
17,95,74466,7,2,0,0,0
15,94,74591,7,2,0,0,0
15,94,74880,7,2,0,0,0
15,95,75082,7,2,0,0,0
15,94,75357,7,2,0,0,0
15,95,75488,7,2,0,0,0
15,95,75611,7,2,0,0,0
16,95,76082,7,2,0,0,0
15,94,76122,7,2,0,0,0
16,95,76202,7,2,0,0,0
15,95,76575,7,2,0,0,0
15,95,77306,7,2,0,0,0
15,94,77649,7,2,0,0,0
15,95,77933,7,2,0,0,0
15,95,78300,7,2,0,0,0
31,94,78978,7,2,0,0,0
72,94,79052,7,2,0,0,0
15,94,79140,7,2,0,0,0
15,94,79576,7,2,0,0,0
77,95,80303,7,2,0,0,0
15,95,80662,7,2,0,0,0
15,94,80821,7,2,0,0,0
16,94,81296,7,2,0,0,0
15,95,81672,7,2,0,0,0
15,94,81775,7,2,0,0,0
15,94,82040,7,2,0,0,0
15,94,82054,7,2,0,0,0
16,94,82317,7,2,0,0,0
15,95,82553,7,2,0,0,0
15,95,82922,7,2,0,0,0
15,95,83011,7,2,0,0,0
81,95,83119,7,2,0,0,0
15,95,83157,7,2,0,0,0
15,95,83542,7,2,0,0,0
15,94,83722,7,2,0,0,0
15,95,83853,7,2,0,0,0
15,94,84104,7,2,0,0,0
15,94,84200,7,2,0,0,0
38,94,84293,7,2,0,0,0
55,95,84339,7,2,0,0,0
15,94,84902,7,2,0,0,0
15,95,85135,7,2,0,0,0
15,94,85562,7,2,0,0,0
70,95,85598,7,2,0,0,0
71,95,85735,7,2,0,0,0
15,95,85911,7,2,0,0,0
15,95,86752,7,2,0,0,0
15,95,87093,7,2,0,0,0
16,94,87257,7,2,0,0,0
15,95,87326,7,2,0,0,0
85,95,88098,7,2,0,0,0
15,95,88278,7,2,0,0,0
15,95,88597,7,2,0,0,0
29,95,88918,7,2,0,0,0
41,94,90285,7,2,0,0,0
15,95,90305,7,2,0,0,0
61,94,90766,7,2,0,0,0
15,95,91148,7,2,0,0,0
15,94,91467,7,2,0,0,0
15,94,91596,7,2,0,0,0
15,95,91647,7,2,0,0,0
88,95,92028,7,2,0,0,0
58,94,92100,7,2,0,0,0
15,94,92705,7,2,0,0,0
15,94,93493,7,2,0,0,0
15,95,94367,7,2,0,0,0
90,94,94777,7,2,0,0,0
16,94,95606,7,2,0,0,0
15,94,95729,7,2,0,0,0
77,94,95996,7,2,0,0,0
90,94,96279,7,2,0,0,0
15,94,96753,7,2,0,0,0
16,95,97020,7,2,0,0,0
15,94,97196,7,2,0,0,0
72,94,97581,7,2,0,0,0
15,94,97720,7,2,0,0,0
15,94,98565,7,2,0,0,0
46,95,98986,7,2,0,0,0
15,95,99454,7,2,0,0,0
15,95,99618,7,2,0,0,0
15,95,99975,7,2,0,0,0
15,95,100103,7,2,0,0,0
15,95,100205,7,2,0,0,0
27,94,100251,7,2,0,0,0
15,95,100476,7,2,0,0,0
15,95,100750,7,2,0,0,0
15,95,100899,7,2,0,0,0
15,95,101002,7,2,0,0,0
15,94,101634,7,2,0,0,0
19,94,101719,7,2,0,0,0
15,95,102296,7,2,0,0,0
15,95,103288,7,2,0,0,0
15,95,103681,7,2,0,0,0
15,94,104173,7,2,0,0,0
15,94,104491,7,2,0,0,0
16,94,105486,7,2,0,0,0
86,95,106412,7,2,0,0,0
84,95,107395,7,2,0,0,0
15,94,107814,7,2,0,0,0
15,94,108320,7,2,0,0,0
17,95,108361,7,2,0,0,0
72,94,108399,7,2,0,0,0
15,94,109940,7,2,0,0,0
15,94,110339,7,2,0,0,0
16,95,110399,7,2,0,0,0
15,94,110460,7,2,0,0,0
15,94,110784,7,2,0,0,0
15,94,110811,7,2,0,0,0
16,94,111184,7,2,0,0,0
65,94,111662,7,2,0,0,0
16,94,111750,7,2,0,0,0
16,95,113427,7,2,0,0,0
15,94,113932,7,2,0,0,0
16,95,114457,7,2,0,0,0
15,95,115564,7,2,0,0,0
15,94,115599,7,2,0,0,0
15,94,115658,7,2,0,0,0
15,95,116589,7,2,0,0,0
15,95,116950,7,2,0,0,0
15,94,117103,7,2,0,0,0
15,95,117155,7,2,0,0,0
15,94,118079,7,2,0,0,0
15,94,118494,7,2,0,0,0
16,95,119102,7,2,0,0,0
15,95,119252,7,2,0,0,0
16,94,120350,7,2,0,0,0
15,94,120423,7,2,0,0,0
16,94,121051,7,2,0,0,0
15,94,121949,7,2,0,0,0
15,95,122157,7,2,0,0,0
17,95,122521,7,2,0,0,0
15,95,122748,7,2,0,0,0
71,94,123258,7,2,0,0,0
15,94,123450,7,2,0,0,0
15,95,123519,7,2,0,0,0
15,95,124753,7,2,0,0,0
15,95,125134,7,2,0,0,0
15,94,125390,7,2,0,0,0
15,94,126072,7,2,0,0,0
15,94,126540,7,2,0,0,0
15,95,128065,7,2,0,0,0
19,95,128143,7,2,0,0,0
15,95,128301,7,2,0,0,0
15,94,128859,7,2,0,0,0
15,95,128866,7,2,0,0,0
15,95,129130,7,2,0,0,0
15,94,129230,7,2,0,0,0
15,94,129475,7,2,0,0,0
15,95,129653,7,2,0,0,0
15,94,129887,7,2,0,0,0
15,95,130202,7,2,0,0,0
15,94,130219,7,2,0,0,0
15,95,130387,7,2,0,0,0
24,95,130416,7,2,0,0,0
15,94,131043,7,2,0,0,0
15,95,131347,7,2,0,0,0
15,95,131557,7,2,0,0,0
15,94,131934,7,2,0,0,0
15,95,132704,7,2,0,0,0
15,95,133398,7,2,0,0,0
15,94,133537,7,2,0,0,0
15,95,133615,7,2,0,0,0
15,95,134401,7,2,0,0,0
15,94,134679,7,2,0,0,0
15,95,136034,7,2,0,0,0
16,94,136068,7,2,0,0,0
15,94,136696,7,2,0,0,0
21,95,137766,7,2,0,0,0
15,95,138614,7,2,0,0,0
16,95,139319,7,2,0,0,0
15,95,139410,7,2,0,0,0
15,95,139501,7,2,0,0,0
15,95,139572,7,2,0,0,0
15,95,140603,7,2,0,0,0
16,94,140625,7,2,0,0,0
24,94,141226,7,2,0,0,0
15,94,141243,7,2,0,0,0
15,95,141457,7,2,0,0,0
15,94,141795,7,2,0,0,0
15,94,142077,7,2,0,0,0
15,94,142301,7,2,0,0,0
15,94,142791,7,2,0,0,0
17,94,143656,7,2,0,0,0
15,95,143718,7,2,0,0,0
16,95,144114,7,2,0,0,0
15,94,144228,7,2,0,0,0
15,95,144571,7,2,0,0,0
15,95,144880,7,2,0,0,0
16,95,145301,7,2,0,0,0
85,94,145321,7,2,0,0,0
15,94,145741,7,2,0,0,0
15,94,145853,7,2,0,0,0
15,95,145859,7,2,0,0,0
15,95,146188,7,2,0,0,0
15,95,146484,7,2,0,0,0
15,94,146514,7,2,0,0,0
15,95,146540,7,2,0,0,0
15,94,147537,7,2,0,0,0
15,94,148088,7,2,0,0,0
15,95,148232,7,2,0,0,0
15,95,148462,7,2,0,0,0
16,94,148642,7,2,0,0,0
15,94,148648,7,2,0,0,0
15,95,148728,7,2,0,0,0
15,94,148729,7,2,0,0,0
15,94,148761,7,2,0,0,0
15,95,148817,7,2,0,0,0
15,95,149346,7,2,0,0,0
15,94,149792,7,2,0,0,0
15,94,149839,7,2,0,0,0
90,95,149893,7,2,0,0,0
15,95,149907,7,2,0,0,0
15,94,150022,7,2,0,0,0
18,95,151208,7,2,0,0,0
16,94,151981,7,2,0,0,0
16,95,152477,7,2,0,0,0
15,94,152479,7,2,0,0,0
15,95,152822,7,2,0,0,0
16,94,153121,7,2,0,0,0
15,95,153868,7,2,0,0,0
15,94,153992,7,2,0,0,0
15,94,154170,7,2,0,0,0
15,95,154256,7,2,0,0,0
35,94,154324,7,2,0,0,0
15,95,154632,7,2,0,0,0
15,95,155370,7,2,0,0,0
15,94,155708,7,2,0,0,0
45,94,155787,7,2,0,0,0
15,94,155939,7,2,0,0,0
15,95,155972,7,2,0,0,0
15,95,156160,7,2,0,0,0
15,95,156398,7,2,0,0,0
17,94,156452,7,2,0,0,0
50,94,156480,7,2,0,0,0
17,95,156586,7,2,0,0,0
15,94,157093,7,2,0,0,0
16,95,157131,7,2,0,0,0
15,94,157179,7,2,0,0,0
15,95,157428,7,2,0,0,0
15,95,157595,7,2,0,0,0
15,94,157745,7,2,0,0,0
19,95,157993,7,2,0,0,0
15,95,158308,7,2,0,0,0
15,94,158499,7,2,0,0,0
15,94,158584,7,2,0,0,0
15,95,159454,7,2,0,0,0
15,94,159574,7,2,0,0,0
15,95,159755,7,2,0,0,0
17,94,160005,7,2,0,0,0
15,95,160190,7,2,0,0,0
15,95,160293,7,2,0,0,0
15,94,160320,7,2,0,0,0
15,95,160392,7,2,0,0,0
15,94,160467,7,2,0,0,0
15,94,160589,7,2,0,0,0
15,94,161143,7,2,0,0,0
16,95,161185,7,2,0,0,0
15,95,161605,7,2,0,0,0
15,94,161710,7,2,0,0,0
15,94,161997,7,2,0,0,0
15,95,162253,7,2,0,0,0
16,95,162332,7,2,0,0,0
57,95,162468,7,2,0,0,0
19,95,162539,7,2,0,0,0
15,94,162561,7,2,0,0,0
15,95,162696,7,2,0,0,0
84,95,162752,7,2,0,0,0
15,95,163219,7,2,0,0,0
15,95,163443,7,2,0,0,0
15,95,163860,7,2,0,0,0
17,94,164346,7,2,0,0,0
15,94,164763,7,2,0,0,0
15,95,165528,7,2,0,0,0
15,94,165818,7,2,0,0,0
15,94,165902,7,2,0,0,0
24,94,166150,7,2,0,0,0
15,95,166525,7,2,0,0,0
73,94,166574,7,2,0,0,0
15,95,166964,7,2,0,0,0
15,95,166973,7,2,0,0,0
15,94,167002,7,2,0,0,0
15,95,167387,7,2,0,0,0
15,95,167456,7,2,0,0,0
36,94,168086,7,2,0,0,0
15,95,168202,7,2,0,0,0
85,95,168498,7,2,0,0,0
15,94,169302,7,2,0,0,0
15,95,169476,7,2,0,0,0
80,95,170386,7,2,0,0,0
15,95,170604,7,2,0,0,0
15,95,170678,7,2,0,0,0
15,95,170809,7,2,0,0,0
15,95,170933,7,2,0,0,0
16,95,171035,7,2,0,0,0
16,95,171077,7,2,0,0,0
16,95,171639,7,2,0,0,0
15,95,172001,7,2,0,0,0
15,95,172546,7,2,0,0,0
66,94,172902,7,2,0,0,0
15,94,173496,7,2,0,0,0
15,95,173718,7,2,0,0,0
15,94,173816,7,2,0,0,0
19,94,174511,7,2,0,0,0
15,95,175588,7,2,0,0,0
15,94,175852,7,2,0,0,0
16,95,175924,7,2,0,0,0
15,95,176514,7,2,0,0,0
15,95,177016,7,2,0,0,0
15,95,177157,7,2,0,0,0
16,95,177505,7,2,0,0,0
15,94,177682,7,2,0,0,0
15,95,177928,7,2,0,0,0
15,94,178356,7,2,0,0,0
15,95,178462,7,2,0,0,0
81,95,179408,7,2,0,0,0
15,95,179428,7,2,0,0,0
15,94,179833,7,2,0,0,0
15,95,180045,7,2,0,0,0
15,94,180522,7,2,0,0,0
15,94,180776,7,2,0,0,0
15,95,181274,7,2,0,0,0
15,95,181445,7,2,0,0,0
15,95,182381,7,2,0,0,0
15,95,182428,7,2,0,0,0
70,95,182945,7,2,0,0,0
15,94,183511,7,2,0,0,0
15,95,183716,7,2,0,0,0
15,94,183868,7,2,0,0,0
15,95,184374,7,2,0,0,0
15,95,184859,7,2,0,0,0
15,94,185800,7,2,0,0,0
15,95,185807,7,2,0,0,0
16,95,186041,7,2,0,0,0
15,95,186199,7,2,0,0,0
16,94,186210,7,2,0,0,0
15,95,186256,7,2,0,0,0
23,94,186740,7,2,0,0,0
15,95,187960,7,2,0,0,0
73,95,188531,7,2,0,0,0
15,94,188561,7,2,0,0,0
15,95,188610,7,2,0,0,0
79,94,188828,7,2,0,0,0
15,95,188838,7,2,0,0,0
52,94,189063,7,2,0,0,0
16,94,189342,7,2,0,0,0
15,94,189811,7,2,0,0,0
15,95,190509,7,2,0,0,0
76,94,190630,7,2,0,0,0
15,95,190767,7,2,0,0,0
15,94,190929,7,2,0,0,0
31,95,191368,7,2,0,0,0
15,94,192129,7,2,0,0,0
15,95,192455,7,2,0,0,0
15,94,192590,7,2,0,0,0
15,94,192848,7,2,0,0,0
15,94,192931,7,2,0,0,0
83,94,192971,7,2,0,0,0
15,94,193912,7,2,0,0,0
15,95,194094,7,2,0,0,0
15,95,194232,7,2,0,0,0
15,95,194246,7,2,0,0,0
15,94,194331,7,2,0,0,0
15,95,194584,7,2,0,0,0
15,95,194760,7,2,0,0,0
15,94,195330,7,2,0,0,0
15,95,195671,7,2,0,0,0
15,94,196491,7,2,0,0,0
52,95,196701,7,2,0,0,0
15,94,196841,7,2,0,0,0
79,94,197071,7,2,0,0,0
15,95,197118,7,2,0,0,0
45,94,197142,7,2,0,0,0
15,94,197487,7,2,0,0,0
56,94,197512,7,2,0,0,0
15,95,197975,7,2,0,0,0
15,95,198134,7,2,0,0,0
15,95,198874,7,2,0,0,0
30,94,199183,7,2,0,0,0
18,95,823,8,2,0,0,0
20,95,1438,8,2,0,0,0
17,94,3219,8,2,0,0,0
17,95,3640,8,2,0,0,0
19,94,4143,8,2,0,0,0
17,95,8668,8,2,0,0,0
17,95,9978,8,2,0,0,0
17,94,11351,8,2,0,0,0
18,94,12011,8,2,0,0,0
18,94,12989,8,2,0,0,0
17,94,13753,8,2,0,0,0
33,94,13843,8,2,0,0,0
54,95,15464,8,2,0,0,0
17,94,16031,8,2,0,0,0
17,94,16211,8,2,0,0,0
17,94,16273,8,2,0,0,0
18,94,16514,8,2,0,0,0
17,95,17555,8,2,0,0,0
18,94,17666,8,2,0,0,0
29,95,18580,8,2,0,0,0
22,95,20155,8,2,0,0,0
20,95,21554,8,2,0,0,0
18,94,21697,8,2,0,0,0
17,94,23991,8,2,0,0,0
19,94,24152,8,2,0,0,0
17,94,24159,8,2,0,0,0
17,95,24758,8,2,0,0,0
19,95,26327,8,2,0,0,0
18,94,27845,8,2,0,0,0
18,94,28798,8,2,0,0,0
18,94,29586,8,2,0,0,0
17,94,29621,8,2,0,0,0
18,94,30692,8,2,0,0,0
18,95,32047,8,2,0,0,0
17,94,36381,8,2,0,0,0
17,94,37854,8,2,0,0,0
20,95,38758,8,2,0,0,0
53,94,40075,8,2,0,0,0
20,95,42639,8,2,0,0,0
17,94,45464,8,2,0,0,0
31,94,48440,8,2,0,0,0
18,95,48536,8,2,0,0,0
24,94,48896,8,2,0,0,0
17,94,51420,8,2,0,0,0
17,94,51747,8,2,0,0,0
17,95,52047,8,2,0,0,0
32,95,53239,8,2,0,0,0
18,94,53374,8,2,0,0,0
56,94,54902,8,2,0,0,0
17,94,55734,8,2,0,0,0
18,94,56041,8,2,0,0,0
18,95,57165,8,2,0,0,0
18,94,57655,8,2,0,0,0
24,95,59444,8,2,0,0,0
18,95,60961,8,2,0,0,0
18,95,61274,8,2,0,0,0
20,94,67059,8,2,0,0,0
55,95,70754,8,2,0,0,0
17,94,71662,8,2,0,0,0
20,95,73941,8,2,0,0,0
24,95,74484,8,2,0,0,0
17,94,75424,8,2,0,0,0
18,95,77073,8,2,0,0,0
17,94,77481,8,2,0,0,0
17,94,78487,8,2,0,0,0
17,95,78573,8,2,0,0,0
17,95,80448,8,2,0,0,0
17,94,81185,8,2,0,0,0
17,94,81545,8,2,0,0,0
17,94,82201,8,2,0,0,0
19,95,89513,8,2,0,0,0
17,95,92003,8,2,0,0,0
23,94,92749,8,2,0,0,0
50,95,92757,8,2,0,0,0
20,94,96210,8,2,0,0,0
20,94,96943,8,2,0,0,0
18,94,97461,8,2,0,0,0
20,94,99498,8,2,0,0,0
17,94,101996,8,2,0,0,0
18,94,102068,8,2,0,0,0
28,94,103374,8,2,0,0,0
18,94,103698,8,2,0,0,0
18,94,104368,8,2,0,0,0
18,94,104655,8,2,0,0,0
19,95,106454,8,2,0,0,0
20,95,106684,8,2,0,0,0
18,94,108823,8,2,0,0,0
17,94,109003,8,2,0,0,0
18,94,109354,8,2,0,0,0
66,95,112108,8,2,0,0,0
23,94,113482,8,2,0,0,0
18,94,115544,8,2,0,0,0
71,94,117157,8,2,0,0,0
18,94,117494,8,2,0,0,0
17,94,117610,8,2,0,0,0
18,94,118217,8,2,0,0,0
17,94,118300,8,2,0,0,0
17,95,119966,8,2,0,0,0
18,94,120424,8,2,0,0,0
29,94,121345,8,2,0,0,0
17,95,122579,8,2,0,0,0
17,95,122841,8,2,0,0,0
18,94,123445,8,2,0,0,0
17,95,125380,8,2,0,0,0
18,94,125633,8,2,0,0,0
17,94,125893,8,2,0,0,0
72,95,126094,8,2,0,0,0
35,95,126164,8,2,0,0,0
21,95,127241,8,2,0,0,0
17,94,128018,8,2,0,0,0
17,95,128964,8,2,0,0,0
18,94,128987,8,2,0,0,0
17,94,129549,8,2,0,0,0
18,95,129574,8,2,0,0,0
18,95,130267,8,2,0,0,0
18,94,130526,8,2,0,0,0
18,94,131260,8,2,0,0,0
28,95,131752,8,2,0,0,0
18,94,132327,8,2,0,0,0
17,94,132620,8,2,0,0,0
17,95,133552,8,2,0,0,0
18,95,133809,8,2,0,0,0
17,95,133944,8,2,0,0,0
19,94,134883,8,2,0,0,0
80,94,142934,8,2,0,0,0
70,94,143843,8,2,0,0,0
22,95,145696,8,2,0,0,0
18,94,145846,8,2,0,0,0
26,95,146683,8,2,0,0,0
18,94,147295,8,2,0,0,0
17,95,149662,8,2,0,0,0
17,94,149824,8,2,0,0,0
20,95,150263,8,2,0,0,0
17,94,150763,8,2,0,0,0
17,94,151239,8,2,0,0,0
69,95,153612,8,2,0,0,0
18,94,154128,8,2,0,0,0
18,94,154658,8,2,0,0,0
17,94,156605,8,2,0,0,0
70,94,158580,8,2,0,0,0
18,95,159929,8,2,0,0,0
19,94,161024,8,2,0,0,0
17,95,161985,8,2,0,0,0
21,95,163541,8,2,0,0,0
18,94,163940,8,2,0,0,0
18,94,164068,8,2,0,0,0
18,94,164411,8,2,0,0,0
18,95,164596,8,2,0,0,0
17,94,164659,8,2,0,0,0
78,95,166169,8,2,0,0,0
75,94,167091,8,2,0,0,0
20,95,167115,8,2,0,0,0
17,94,169021,8,2,0,0,0
20,95,169280,8,2,0,0,0
24,94,171169,8,2,0,0,0
17,95,173334,8,2,0,0,0
19,94,173447,8,2,0,0,0
19,94,173903,8,2,0,0,0
18,95,174627,8,2,0,0,0
44,95,175325,8,2,0,0,0
17,94,175340,8,2,0,0,0
17,95,175598,8,2,0,0,0
19,95,178090,8,2,0,0,0
18,95,179276,8,2,0,0,0
15,94,179330,8,2,0,0,0
51,95,181929,8,2,0,0,0
32,94,183722,8,2,0,0,0
17,94,184661,8,2,0,0,0
17,94,186612,8,2,0,0,0
17,94,187992,8,2,0,0,0
19,95,188701,8,2,0,0,0
17,94,188863,8,2,0,0,0
18,95,190316,8,2,0,0,0
18,94,190384,8,2,0,0,0
20,94,191202,8,2,0,0,0
19,95,193936,8,2,0,0,0
18,94,194029,8,2,0,0,0
18,95,194539,8,2,0,0,0
18,94,195238,8,2,0,0,0
17,94,195649,8,2,0,0,0
57,95,197173,8,2,0,0,0
23,94,197400,8,2,0,0,0
86,94,197882,8,2,0,0,0
18,95,199272,8,2,0,0,0
26,95,161,9,2,0,0,0
24,94,164,9,2,0,0,0
26,95,751,9,2,0,0,0
19,94,1131,9,2,0,0,0
57,94,2114,9,2,0,0,0
73,94,4349,9,2,0,0,0
24,95,4934,9,2,0,0,0
26,95,5000,9,2,0,0,0
21,94,5930,9,2,0,0,0
24,94,6379,9,2,0,0,0
87,95,6950,9,2,0,0,0
74,95,6987,9,2,0,0,0
21,94,7151,9,2,0,0,0
24,95,7489,9,2,0,0,0
24,95,7579,9,2,0,0,0
21,94,8522,9,2,0,0,0
30,94,9062,9,2,0,0,0
24,95,10697,9,2,0,0,0
28,94,10885,9,2,0,0,0
28,94,11036,9,2,0,0,0
25,94,11498,9,2,0,0,0
37,94,11553,9,2,0,0,0
18,95,11922,9,2,0,0,0
26,95,12543,9,2,0,0,0
42,94,13585,9,2,0,0,0
36,95,14171,9,2,0,0,0
35,95,14197,9,2,0,0,0
42,94,14439,9,2,0,0,0
23,94,15830,9,2,0,0,0
24,95,15936,9,2,0,0,0
40,95,17838,9,2,0,0,0
37,94,18886,9,2,0,0,0
22,95,19844,9,2,0,0,0
23,94,19864,9,2,0,0,0
37,95,21163,9,2,0,0,0
41,94,21613,9,2,0,0,0
25,95,21751,9,2,0,0,0
26,94,21889,9,2,0,0,0
32,94,22282,9,2,0,0,0
22,95,22385,9,2,0,0,0
61,94,22592,9,2,0,0,0
39,94,22799,9,2,0,0,0
23,94,22816,9,2,0,0,0
35,94,23107,9,2,0,0,0
31,95,23182,9,2,0,0,0
29,94,23711,9,2,0,0,0
24,95,25335,9,2,0,0,0
21,94,25382,9,2,0,0,0
73,95,25427,9,2,0,0,0
28,94,25869,9,2,0,0,0
40,94,25955,9,2,0,0,0
32,95,27352,9,2,0,0,0
24,95,27591,9,2,0,0,0
24,95,27888,9,2,0,0,0
24,95,28849,9,2,0,0,0
45,94,29087,9,2,0,0,0
30,95,30043,9,2,0,0,0
22,95,30282,9,2,0,0,0
44,95,30331,9,2,0,0,0
30,94,30696,9,2,0,0,0
28,94,31276,9,2,0,0,0
39,95,31363,9,2,0,0,0
22,95,33741,9,2,0,0,0
35,94,33861,9,2,0,0,0
30,94,33905,9,2,0,0,0
46,95,34231,9,2,0,0,0
22,95,34341,9,2,0,0,0
38,95,37750,9,2,0,0,0
40,94,38630,9,2,0,0,0
46,94,38798,9,2,0,0,0
37,94,39475,9,2,0,0,0
26,95,41641,9,2,0,0,0
76,95,43303,9,2,0,0,0
38,95,43380,9,2,0,0,0
20,94,43475,9,2,0,0,0
34,94,43586,9,2,0,0,0
26,95,45303,9,2,0,0,0
33,94,46269,9,2,0,0,0
27,95,46289,9,2,0,0,0
24,94,46669,9,2,0,0,0
24,94,46942,9,2,0,0,0
34,95,47507,9,2,0,0,0
24,94,47786,9,2,0,0,0
58,95,50454,9,2,0,0,0
35,95,51024,9,2,0,0,0
36,94,53342,9,2,0,0,0
26,94,53356,9,2,0,0,0
22,95,53404,9,2,0,0,0
28,94,54302,9,2,0,0,0
72,94,55036,9,2,0,0,0
41,94,56451,9,2,0,0,0
50,95,56923,9,2,0,0,0
27,94,57225,9,2,0,0,0
31,94,59252,9,2,0,0,0
26,94,59817,9,2,0,0,0
19,94,61942,9,2,0,0,0
25,95,63167,9,2,0,0,0
19,94,63223,9,2,0,0,0
31,94,63589,9,2,0,0,0
31,95,63630,9,2,0,0,0
21,94,64160,9,2,0,0,0
23,94,64474,9,2,0,0,0
23,95,64749,9,2,0,0,0
45,94,65766,9,2,0,0,0
21,95,68176,9,2,0,0,0
21,95,68391,9,2,0,0,0
29,95,70657,9,2,0,0,0
34,94,72613,9,2,0,0,0
25,94,72878,9,2,0,0,0
23,95,73364,9,2,0,0,0
23,95,73448,9,2,0,0,0
38,94,74381,9,2,0,0,0
41,95,74809,9,2,0,0,0
21,94,74831,9,2,0,0,0
18,95,75806,9,2,0,0,0
22,94,76944,9,2,0,0,0
22,95,77448,9,2,0,0,0
20,95,78689,9,2,0,0,0
33,95,79739,9,2,0,0,0
25,95,80222,9,2,0,0,0
28,95,81783,9,2,0,0,0
29,94,81875,9,2,0,0,0
26,94,82414,9,2,0,0,0
27,94,82786,9,2,0,0,0
28,94,83708,9,2,0,0,0
22,94,84454,9,2,0,0,0
43,95,84978,9,2,0,0,0
69,94,86036,9,2,0,0,0
30,95,86120,9,2,0,0,0
30,94,87950,9,2,0,0,0
34,94,88173,9,2,0,0,0
24,94,88375,9,2,0,0,0
71,94,88408,9,2,0,0,0
26,95,88422,9,2,0,0,0
30,94,88629,9,2,0,0,0
43,94,89595,9,2,0,0,0
20,94,89930,9,2,0,0,0
20,95,90683,9,2,0,0,0
29,94,90836,9,2,0,0,0
22,94,91852,9,2,0,0,0
28,95,91854,9,2,0,0,0
22,95,92823,9,2,0,0,0
22,94,93722,9,2,0,0,0
24,95,94822,9,2,0,0,0
24,94,95887,9,2,0,0,0
25,94,96132,9,2,0,0,0
25,94,96172,9,2,0,0,0
27,94,96460,9,2,0,0,0
22,95,96615,9,2,0,0,0
30,95,97200,9,2,0,0,0
34,95,97563,9,2,0,0,0
45,94,97690,9,2,0,0,0
25,95,97808,9,2,0,0,0
51,94,98087,9,2,0,0,0
30,94,99333,9,2,0,0,0
21,95,100286,9,2,0,0,0
34,94,100690,9,2,0,0,0
22,94,102763,9,2,0,0,0
21,94,103332,9,2,0,0,0
23,94,104887,9,2,0,0,0
28,95,105359,9,2,0,0,0
28,95,105364,9,2,0,0,0
31,95,105421,9,2,0,0,0
21,95,105878,9,2,0,0,0
32,94,106037,9,2,0,0,0
23,94,106360,9,2,0,0,0
19,95,107578,9,2,0,0,0
43,95,107732,9,2,0,0,0
26,95,108272,9,2,0,0,0
30,95,110659,9,2,0,0,0
34,94,111761,9,2,0,0,0
25,94,112362,9,2,0,0,0
25,95,112937,9,2,0,0,0
21,95,113783,9,2,0,0,0
27,94,114761,9,2,0,0,0
30,95,115112,9,2,0,0,0
29,94,115669,9,2,0,0,0
85,94,116462,9,2,0,0,0
44,95,116608,9,2,0,0,0
23,94,117054,9,2,0,0,0
20,94,118019,9,2,0,0,0
20,95,119568,9,2,0,0,0
26,95,119844,9,2,0,0,0
29,94,119931,9,2,0,0,0
29,94,120211,9,2,0,0,0
27,94,123327,9,2,0,0,0
40,95,124303,9,2,0,0,0
25,95,124319,9,2,0,0,0
39,95,124469,9,2,0,0,0
23,94,124652,9,2,0,0,0
41,95,124932,9,2,0,0,0
20,94,125295,9,2,0,0,0
85,94,125374,9,2,0,0,0
35,95,126947,9,2,0,0,0
27,95,127190,9,2,0,0,0
42,95,127528,9,2,0,0,0
36,95,128411,9,2,0,0,0
25,94,128847,9,2,0,0,0
33,94,129634,9,2,0,0,0
29,94,132449,9,2,0,0,0
51,94,133007,9,2,0,0,0
69,95,133271,9,2,0,0,0
32,94,134260,9,2,0,0,0
39,94,135120,9,2,0,0,0
21,95,135503,9,2,0,0,0
21,95,137100,9,2,0,0,0
27,95,138076,9,2,0,0,0
21,95,138131,9,2,0,0,0
34,95,139828,9,2,0,0,0
29,94,139893,9,2,0,0,0
42,94,139927,9,2,0,0,0
23,94,140086,9,2,0,0,0
22,94,141520,9,2,0,0,0
57,94,144743,9,2,0,0,0
25,95,144986,9,2,0,0,0
28,94,146078,9,2,0,0,0
27,95,146826,9,2,0,0,0
28,95,147643,9,2,0,0,0
23,95,148079,9,2,0,0,0
21,95,150792,9,2,0,0,0
32,95,150958,9,2,0,0,0
32,94,151717,9,2,0,0,0
72,94,151811,9,2,0,0,0
28,94,152270,9,2,0,0,0
35,95,153350,9,2,0,0,0
28,95,153971,9,2,0,0,0
40,95,154262,9,2,0,0,0
26,95,154944,9,2,0,0,0
34,95,154945,9,2,0,0,0
31,95,155158,9,2,0,0,0
20,94,155528,9,2,0,0,0
22,95,155887,9,2,0,0,0
25,95,157112,9,2,0,0,0
22,94,157312,9,2,0,0,0
22,95,157590,9,2,0,0,0
23,94,157752,9,2,0,0,0
27,94,158138,9,2,0,0,0
50,94,159082,9,2,0,0,0
21,94,159124,9,2,0,0,0
38,94,159672,9,2,0,0,0
23,95,160481,9,2,0,0,0
31,95,162234,9,2,0,0,0
51,95,162581,9,2,0,0,0
22,95,163256,9,2,0,0,0
28,94,163892,9,2,0,0,0
31,95,165411,9,2,0,0,0
43,94,165462,9,2,0,0,0
20,95,165884,9,2,0,0,0
34,94,165890,9,2,0,0,0
29,94,166521,9,2,0,0,0
23,95,167140,9,2,0,0,0
22,95,167969,9,2,0,0,0
21,94,167987,9,2,0,0,0
